Id,Area,COUNT,MIN,MAX,RANGE,MEAN,STD,SUM,volume,mean_depth,cat_area,dep2catR,Downstream,simu_depth,rain_inten,time_inund,rank,Shape_Leng,Shape_Area,Perimeter,Max_depth,depth_inde,MinBdAr,depConcav,LenLonAx,MBG_Width,MBG_Length,MBG_Orient,Circular,Compact,Elong
283,793.000000164,793,2291.31665039,2294.21875,2.90209960938,2292.50412053,0.74034262475,1817955.76758,1359.7,1.71463,32051,0.0247418,401,0.042423,0.05,0.84846,452,132,793,132,2.9021,0.323762,963.907202361,-8.72005,35.0326,30.8577380894,33.5410196625,26.5650511771,0.57192,0.822693,1.08696
287,11816.0000025,11816,2302.0078125,2312.55615234,10.5483398438,2308.45918748,1.91634226126,27276753.759299997,48409.7,4.09696,79852,0.147974,283,0.606243,0.05,12.1249,570,508,11816,508,10.5483,0.304858,14256.9272199,-1.27725,134.731,118.816782031,129.078735662,109.440034828,0.575378,0.82879,1.08637
288,303.000000061,303,2284.60449219,2285.16430664,0.55981445313,2284.97506704,0.11404259757,692347.445312,57.3396,0.18924,85606,0.00353947,285,0.000669808,0.05,0.0133962,103,122,303,122,0.559814,0.101035,1341.70648681,-2.24092,41.3318,12.3986887485,41.2809055614,54.782407032,0.255819,0.225832,3.32946
290,223.000000045,223,2298.12817383,2298.52270508,0.39453125,2298.39496041,0.08327179511,512542.076172,28.4871,0.127745,11286,0.019759,286,0.00252411,0.05,0.0504822,192,106,223,106,0.394531,0.0830001,957.801002871,-2.49776,34.9215,14.7253619036,34.924393686,112.750976343,0.249404,0.232825,2.37172
291,238.000000049,238,2325.24047852,2325.55517578,0.31469726563,2325.41689884,0.05947394844,553449.221924,32.9099,0.138277,1410,0.168794,401,0.0233404,0.05,0.466808,400,118,238,118,0.314697,0.0640846,1045.73027527,-3.02521,36.4892,15.4931746759,35.1047881897,168.690067526,0.214794,0.227592,2.26582
293,266.000000055,266,2326.79248047,2327.18164062,0.38916015625,2327.00320412,0.09667167582,618982.852295,47.4641,0.178436,535,0.497196,409,0.0887179,0.05,1.77436,498,100,266,100,0.38916,0.0749613,716.955770346,-2.54511,30.2135,15.6524758425,29.5160973029,153.434948823,0.334265,0.371013,1.88571
294,994.000000205,994,2298.81103516,2299.36376953,0.552734375,2299.11655382,0.12755075544,2285321.85449,245.732,0.247215,168050,0.00591491,279,0.00146226,0.05,0.0292452,144,178,994,178,0.552734,0.0550773,1855.79943512,-1.1167,48.6094,30.4793561354,47.0360434192,48.8140748342,0.394236,0.535618,1.54321
295,573.00000012,573,2290.77294922,2291.49731445,0.72436523438,2291.23144531,0.16729263853,1312875.61816,152.343,0.265869,55783,0.0102719,260,0.00273099,0.05,0.0546198,198,162,573,162,0.724365,0.095067,2337.97654635,-1.60558,54.5601,20.8710325569,54.3911757548,108.434948823,0.274369,0.245084,2.60606
296,4932.00000103,4932,2303.25390625,2303.8605957,0.60668945313,2303.59336424,0.12756679156,11361322.4724,1317.99,0.267232,20580,0.23965,195,0.0640423,0.05,1.28085,477,374,4932,374,0.606689,0.0271397,8620.29321053,-0.241687,104.765,75.870974067,97.4454960781,174.093858886,0.443088,0.572138,1.28436
297,1193.00000025,1193,2314.67749023,2315.02905273,0.3515625,2314.91849673,0.06977261302,2761697.7666,131.893,0.110556,10430,0.114382,279,0.0126455,0.05,0.25291,347,242,1193,242,0.351562,0.0319765,4567.61166779,-0.839061,76.2605,27.0979637424,76.2468203753,147.264773728,0.255988,0.261187,2.81375
298,281.000000058,281,2315.67871094,2316.06445312,0.3857421875,2315.88177512,0.10322015076,650762.778809,51.3325,0.182678,4392,0.06398,235,0.0116877,0.05,0.233754,331,134,281,134,0.385742,0.0722926,2092.24563332,-4.02135,51.6133,7.89226234225,51.5441558277,167.905242923,0.196656,0.134305,6.53097
306,267.000000055,267,2306.70800781,2307.44042969,0.732421875,2307.12982795,0.18937773133,616003.664063,82.9307,0.310602,35646,0.00749032,285,0.00232651,0.05,0.0465302,188,102,267,102,0.732422,0.140817,981.35348655,-3.49064,35.3482,11.8227344207,34.4154940328,148.240519915,0.322493,0.272073,2.91096
308,478.000000103,478,2303.97875977,2304.35644531,0.37768554688,2304.19178983,0.08507643559,1101403.67554,78.7053,0.164655,2601,0.183775,312,0.0302596,0.05,0.605192,427,178,478,178,0.377686,0.0542709,1358.81411196,-2.47071,41.5944,17.3925271309,41.4258373482,71.565051177,0.189582,0.351777,2.38182
311,381.000000079,381,2288.73339844,2289.09350586,0.36010742188,2288.96550504,0.07391926686,872095.857422,48.7683,0.128001,84708,0.0044978,320,0.000575722,0.05,0.0115144,89,130,381,130,0.360107,0.0579587,836.787957013,-1.47769,32.6409,22.405164947,31.9699429656,58.3924977538,0.283301,0.455312,1.4269
312,290.00000006,290,2295.68554688,2296.13305664,0.44750976563,2295.9586712,0.10080654478,665828.014648,50.5718,0.174386,79112,0.00366569,313,0.000639243,0.05,0.0127849,97,90,290,90,0.44751,0.0825569,493.409405024,-1.65517,25.0645,18.434916703,23.9261684868,168.690067526,0.449907,0.587747,1.29787
313,386.000000081,386,2295.00585938,2295.35522461,0.34936523438,2295.15520513,0.08693421433,885929.90918,77.2075,0.200019,3788,0.101901,350,0.0203821,0.05,0.407642,384,96,386,96,0.349365,0.0558645,548.617476974,-1.13472,26.4296,21.153526848,26.0985071502,74.0546040996,0.526326,0.703587,1.23377
316,754.000000158,754,2316.22998047,2316.61474609,0.384765625,2316.49909726,0.06429102607,1746640.31934,87.1992,0.115649,15977,0.0471928,315,0.0054578,0.05,0.109156,255,322,754,322,0.384766,0.0440211,3168.59413737,-2.22016,63.5168,27.8479555701,63.4703975925,149.349332043,0.0913839,0.23796,2.27918
317,922.000000188,922,2304.29956055,2304.95776367,0.658203125,2304.64939314,0.15581491102,2124886.74048,284.318,0.308371,52851,0.0174453,312,0.00537961,0.05,0.107592,254,152,922,152,0.658203,0.0680996,1621.09200227,-1.11063,45.4317,33.5201431978,42.3745206464,161.565051177,0.50148,0.568752,1.26415
322,1093.00000023,1093,2288.96923828,2289.484375,0.51513671875,2289.24339837,0.12476327033,2502143.03442,263.387,0.240976,179090,0.00610308,320,0.0014707,0.05,0.029414,146,282,1093,282,0.515137,0.0489511,4495.32899672,-1.44739,75.6547,38.2517413062,74.4886263264,167.660912722,0.172716,0.243141,1.94733
323,1818.00000038,1818,2329.53979492,2330.14160156,0.60180664063,2329.98633215,0.11314588122,4235915.15186,282.28,0.15527,51553,0.0352647,247,0.00547553,0.05,0.109511,256,256,1818,256,0.601807,0.0443415,4667.8891494,-0.165567,77.0931,37.710510276,77.0311322268,53.6156481842,0.348597,0.389469,2.0427
324,236.00000005,236,2305.34301758,2305.70239258,0.359375,2305.55517578,0.08036534751,544111.021484,34.7432,0.147217,68644,0.00343803,346,0.000506136,0.05,0.0101227,81,86,236,86,0.359375,0.0734923,444.123280364,-2.24153,23.7797,18.8513239267,19.266551326,94.7636416896,0.400982,0.531384,1.02203
328,449.000000093,449,2291.67919922,2292.65917969,0.97998046875,2292.06471032,0.27669566016,1029137.05493,266.917,0.59447,12531,0.0358311,53,0.0213005,0.05,0.42601,386,112,449,112,0.97998,0.145293,974.287741446,-4.22272,35.2208,21,35,0,0.449801,0.460849,1.66667
329,1461.0000003,1461,2318.82788086,2319.19091797,0.36303710938,2319.03084377,0.08465639572,3388104.06274,233.868,0.160074,22527,0.0648555,332,0.0103817,0.05,0.207634,318,286,1461,286,0.363037,0.0298384,5681.64414572,-0.76386,85.0535,25.9306768135,85.0652690585,71.5650511771,0.224454,0.257144,3.28049
332,925.00000019,925,2318.63647461,2318.97875977,0.34228515625,2318.81300491,0.08010626974,2144902.02954,153.323,0.165755,33818,0.0273523,333,0.00453377,0.05,0.0906754,243,316,925,316,0.342285,0.0353563,10755.6342126,-2.09081,117.023,13.8941707821,116.89056599,72.9794743886,0.116407,0.0860014,8.41292
339,10471.0000022,10471,2315.56958008,2322.52319336,6.95361328125,2319.98306693,1.73011371863,24292542.6938,26597.7,2.54013,67380,0.155402,401,0.394742,0.05,7.89484,557,602,10471,602,6.95361,0.213484,19091.5026218,-0.711011,155.91,120.580088944,145.052021928,66.551937422,0.363082,0.548464,1.20295
342,1270.00000027,1270,2330.62011719,2331.01123047,0.39111328125,2330.83217485,0.11162944195,2960156.86206,227.401,0.179056,26463,0.0479915,247,0.00859317,0.05,0.171863,298,224,1270,224,0.391113,0.0344787,2349.75278819,-0.394488,54.6973,37.6473680929,54.0872668236,9.46232220801,0.318066,0.540482,1.43668
343,237.00000005,237,2298.26782227,2299.9453125,1.67749023438,2299.23714605,0.46242787979,544919.203613,167.835,0.708165,14473,0.0163753,53,0.0115964,0.05,0.231928,330,80,237,80,1.67749,0.342323,439.823001244,-6,23.6643,16.4638641737,22.980810409,30.9637565324,0.465348,0.538853,1.39583
345,205.000000044,205,2300.89916992,2301.55029297,0.65112304688,2301.19444312,0.1846907434,471744.86084,72.9492,0.35585,6979,0.0293738,53,0.0104527,0.05,0.209054,319,98,205,98,0.651123,0.142868,1347.98714912,-7.18537,41.4284,7.36063776628,41.2944254344,176.423665625,0.268233,0.152079,5.61017
356,409.000000085,409,2321.06469727,2321.80200195,0.7373046875,2321.35616178,0.21598492201,949434.670166,182.349,0.445841,6290,0.0650238,335,0.0289903,0.05,0.579806,424,182,409,182,0.737305,0.114534,3441.80294802,-9,66.1985,11.9470439727,66.2019684353,153.996654155,0.155164,0.118833,5.54128
364,286.00000006,286,2309.8269043,2310.32617188,0.49926757813,2310.22164213,0.06260483498,660723.389648,29.8955,0.10453,30115,0.00949693,367,0.000992711,0.05,0.0198542,126,146,286,146,0.499268,0.0927472,1234.93522747,-2.45804,39.6531,14.686063917,38.8908729652,22.380135052,0.168605,0.231591,2.64815
365,6336.00000131,6336,2309.25268555,2328.63574219,19.3830566406,2321.41599782,5.52403275202,14708491.7622,45744.3,7.21974,48931,0.129488,415,0.934874,0.05,18.6975,577,382,6336,382,19.3831,0.765007,10157.5827658,-1.50047,113.724,82.9040058124,106.283313146,169.114472945,0.54563,0.62377,1.282
371,220.000000043,220,2283.47851562,2283.81494141,0.33642578125,2283.66097856,0.06600602082,502405.415283,33.8718,0.153963,133367,0.00164958,380,0.000253974,0.05,0.00507948,51,104,220,104,0.336426,0.0712571,422.374540611,-2.82727,23.1902,15.9467017686,23.1802572101,80.5376777918,0.255603,0.520865,1.45361
372,397.000000083,397,2339.99243164,2340.30004883,0.3076171875,2340.18451681,0.04974850409,929053.253174,45.8662,0.115532,6512,0.0609644,341,0.00704334,0.05,0.140867,281,208,397,208,0.307617,0.0485026,2551.51906503,-2.2796,56.9973,14.2171460945,56.7474155186,133.363422958,0.115312,0.155594,3.99148
380,317.000000066,317,2279.12158203,2279.80126953,0.6796875,2279.49065719,0.1557375294,722598.53833,98.4641,0.310612,55329,0.00572936,387,0.00177961,0.05,0.0355922,168,124,317,124,0.679688,0.119931,1435.13133873,-4.12618,42.7465,15.0704211704,42.724494213,171.384351816,0.259075,0.220886,2.83499
387,583.00000012,583,2277.23242188,2278.40576172,1.17333984375,2277.94072659,0.290150741,1328039.4436,271.115,0.465034,67201,0.00867547,398,0.00403439,0.05,0.0806878,234,140,583,140,1.17334,0.152665,1904.6108467,-3.34477,49.2446,19.9557031572,48.7584347138,176.185925166,0.373785,0.306099,2.44333
389,295.00000006,295,2296.14697266,2297.22900391,1.08203125,2296.70813857,0.30016465376,677528.900879,153.655,0.520864,3458,0.0853094,0,0.0444346,0.05,0.888692,456,92,295,92,1.08203,0.197915,583.186618374,-5.81356,27.2495,16.2011637547,25.7782063683,61.3895403341,0.437982,0.505841,1.59113
392,270.000000055,270,2324.92529297,2325.55249023,0.62719726563,2325.29769784,0.16662811719,627830.378418,68.7939,0.254792,45633,0.00591677,568,0.00150755,0.05,0.030151,148,94,270,94,0.627197,0.119915,728.556828413,-3.17407,30.457,15.5805364865,28.5643168917,2.86240522614,0.383988,0.370596,1.83333
394,601.000000129,601,2318.73120117,2319.19482422,0.46362304688,2318.99908437,0.10856126984,1393718.44971,117.64,0.19574,5993,0.100284,428,0.0196296,0.05,0.392592,380,160,601,160,0.463623,0.0594125,1348.36063174,-1.41265,41.4341,24.8500367064,41.4340570193,81.0273733851,0.295015,0.445726,1.66736
395,698.000000142,698,2330.8515625,2331.16162109,0.31005859375,2331.03144237,0.04931216952,1627059.94678,90.8647,0.130179,2170,0.321659,447,0.0418731,0.05,0.837462,451,310,698,310,0.310059,0.0368694,1766.20258921,-2.54728,47.4215,35.7334382997,43.1842403282,8.74616226257,0.0912729,0.395198,1.20851
397,200.000000038,200,2291.39770508,2292.328125,0.93041992188,2291.90406128,0.24131667241,458380.812256,84.8127,0.424064,7054,0.0283527,0,0.0120233,0.05,0.240466,342,90,200,90,0.93042,0.206687,453.777852179,-8.79,24.0368,14.9976921306,22.1895678884,74.7448812973,0.310281,0.440744,1.47953
399,1898.00000039,1898,2333.47924805,2334.33349609,0.85424804688,2333.7158616,0.20551311507,4429392.70532,1172.27,0.617634,2558,0.741986,392,0.458276,0.05,9.16552,563,218,1898,218,0.854248,0.0616007,2904.80632018,-1.3588,60.8154,45.8530260724,47.7503926688,18.4349488229,0.501872,0.6534,1.04138
403,2910.00000061,2910,2305.12158203,2315.42089844,10.2993164062,2310.48912316,3.06253835857,6723523.348389999,14351.5,4.93179,22746,0.127935,417,0.630946,0.05,12.6189,571,248,2910,248,10.2993,0.599806,3568.65930344,-3.25292,67.4074,56.7299129108,67.1693157708,15.945395901,0.594565,0.815432,1.18402
404,280.000000059,280,2329.9309082,2330.25610352,0.3251953125,2330.12533744,0.07660297085,652435.094482,36.6145,0.130766,6418,0.0436273,447,0.00570497,0.05,0.114099,259,162,280,162,0.325195,0.0610541,717.604923514,-4.01429,30.2272,20.8333242009,29.9625336818,159.44395478,0.134072,0.390187,1.4382
406,279.000000056,279,2335.53759766,2335.98535156,0.44775390625,2335.75519171,0.12048560656,651675.698486,64.2146,0.23016,980,0.284694,568,0.0655251,0.05,1.3105,479,82,279,82,0.447754,0.0842146,529.145799945,-2.89964,25.9563,16,25,90,0.521418,0.527265,1.5625
408,1928.0000004,1928,2323.77636719,2325.11083984,1.33447265625,2324.48138314,0.35817158075,4481600.10669,1213.59,0.629455,14046,0.137263,415,0.0864011,0.05,1.72802,496,228,1928,228,1.33447,0.0954784,2977.81901958,-1.27645,61.575,45.5643370223,56.3615732838,59.7435628363,0.466066,0.647454,1.23697
411,919.00000019,919,2328.22729492,2328.53759766,0.31030273438,2328.36626274,0.06676470143,2139768.59546,157.457,0.171335,5947,0.154532,402,0.0264767,0.05,0.529534,418,214,919,214,0.310303,0.0321572,4906.76743274,-1.89119,79.0411,21.9134661794,78.2623792125,26.5650511771,0.252173,0.187292,3.57143
418,207.000000043,207,2315.68579102,2316.0144043,0.32861328125,2315.93491942,0.06877698158,479398.52832,16.4534,0.079485,12713,0.0162825,353,0.00129422,0.05,0.0258844,139,112,207,112,0.328613,0.0717546,785.082789237,-1.96135,31.6164,12.302451726,31.6026282871,16.389540334,0.207369,0.263666,2.56881
421,1117.00000023,1117,2319.83789062,2320.91601562,1.078125,2320.10105149,0.29431584754,2591552.87451,910.315,0.814964,1305,0.855939,425,0.697559,0.05,13.9512,572,180,1117,180,1.07812,0.101342,1833.19269028,-1.359,48.3125,28.015680937,46.1503125813,125.537677792,0.43323,0.609319,1.6473
422,279.000000056,279,2319.3503418,2319.89282227,0.54248046875,2319.66141983,0.12778832659,647185.536133,64.5613,0.231403,6819,0.0409151,401,0.00946786,0.05,0.189357,306,92,279,92,0.54248,0.102031,641.45167933,-2.91398,28.5783,16.6737222953,28.2242338294,152.241459399,0.414227,0.434951,1.69274
425,3141.00000065,3141,2318.88500977,2319.50683594,0.62182617188,2319.05817022,0.13607585047,7284161.712650001,1409.26,0.448666,3756,0.836262,401,0.375202,0.05,7.50404,555,284,3141,284,0.621826,0.0348566,4223.79171707,-0.721108,73.3342,58.2979268573,62.5332463299,41.6335393365,0.489374,0.743645,1.07265
436,710.000000149,710,2285.5065918,2285.96801758,0.46142578125,2285.74979712,0.10399895879,1622882.35596,154.937,0.218221,27224,0.0260799,431,0.00569119,0.05,0.113824,258,154,710,154,0.461426,0.054403,1479.90454753,-1.40704,43.4082,23.8627978457,43.0966917614,118.610459666,0.376207,0.479761,1.80602
437,563.000000118,563,2287.08862305,2288.97509766,1.88647460938,2287.86722609,0.56871530391,1288069.24829,623.732,1.10787,9233,0.0609769,431,0.0675546,0.05,1.35109,481,120,563,120,1.88647,0.249773,1134.44463045,-6.5897,38.0055,21.7662695885,37.1306951805,39.8055710922,0.49131,0.496278,1.70588
439,1060.00000022,1060,2309.69458008,2310.01196289,0.3173828125,2309.92692664,0.06899552715,2448522.54224,90.1384,0.0850362,47045,0.0225316,568,0.001916,0.05,0.03832,170,290,1060,290,0.317383,0.0306253,3041.41072551,-0.428302,62.229,29.156782702,61.1617858221,167.005383208,0.158387,0.348522,2.09769
442,206.000000043,206,2295.34814453,2295.7175293,0.36938476563,2295.54458055,0.09851181698,472882.183594,35.6274,0.172949,72497,0.0028415,431,0.000491433,0.05,0.00982866,79,98,206,98,0.369385,0.0808529,882.433055106,-4.40777,33.5194,11.6275534831,33.0938060671,153.434948823,0.269541,0.233445,2.84615
445,243.000000049,243,2294.94970703,2295.64233398,0.69262695313,2295.30920259,0.18035896496,557760.13623,80.9509,0.333131,11550,0.021039,568,0.00700874,0.05,0.140175,280,78,243,78,0.692627,0.139587,431.406236842,-2.92181,23.4368,16.5469030337,22.360679775,116.565051177,0.501911,0.563274,1.35135
446,380.00000008,380,2319.48388672,2319.97607422,0.4921875,2319.85525031,0.09228241276,881544.995117,45.9131,0.120824,134446,0.00282641,401,0.000341498,0.05,0.00682996,62,166,380,166,0.492188,0.0793212,2438.46714338,-2.13158,55.7203,16.6378284217,55.6527728661,102.339087279,0.173292,0.155836,3.34495
454,2450.00000051,2450,2298.49243164,2299.93139648,1.43896484375,2299.55884367,0.27357069621,5633919.16699,912.754,0.372553,11581,0.211553,431,0.0788148,0.05,1.5763,492,298,2450,298,1.43896,0.0913304,5098.45552724,-0.838367,80.5702,45.4107698411,79.9824635735,67.0678995625,0.346692,0.480538,1.76131
455,679.000000142,679,2316.77929688,2317.13354492,0.35424804688,2316.96203128,0.07386596439,1573217.21924,116.458,0.171514,94717,0.00716872,353,0.00122954,0.05,0.0245908,137,152,679,152,0.354248,0.0427093,1948.57548289,-1.18999,49.8097,22.090097641,49.5781514727,85.2363583092,0.369311,0.34846,2.24436
456,582.00000012,582,2319.56298828,2319.9375,0.37451171875,2319.83747785,0.06886993918,1350145.41211,58.2129,0.100022,36176,0.016088,401,0.00160916,0.05,0.0321832,155,244,582,244,0.374512,0.0487702,3491.48298089,-2.21649,66.6745,28.6245003065,66.5550083726,124.07719528,0.122844,0.166691,2.32511
457,13830.0000029,13830,2324.54296875,2326.45117188,1.908203125,2325.75913976,0.47113820277,32165248.9028,9570.8,0.692032,47393,0.291815,568,0.201945,0.05,4.0389,541,700,13830,700,1.9082,0.0509756,30574.8853044,-0.267462,197.305,102.485702014,191.706746851,39.3775993729,0.354679,0.452332,1.87057
458,12962.0000027,12962,2283.14404297,2286.91967773,3.77563476562,2285.58411042,0.86349302027,29625741.239300005,17311.6,1.33557,76278,0.169931,568,0.226954,0.05,4.53908,546,588,12962,588,3.77563,0.104185,23423.8250025,-0.352183,172.697,106.107703903,168.044446246,39.1439864146,0.471115,0.553368,1.58372
459,1700.00000035,1700,2305.57739258,2314.02172852,8.4443359375,2310.94993739,2.58245880687,3928614.89355,5222.04,3.07179,11697,0.145336,568,0.446443,0.05,8.92886,562,236,1700,236,8.44434,0.643415,3316.97478454,-2.45647,64.9869,42.2011987561,64.9995475097,75.963756532,0.383561,0.512515,1.54023
460,1531.00000032,1531,2311.2644043,2313.62646484,2.36206054688,2313.20163831,0.39858832051,3541511.70825,650.409,0.424826,11275,0.135787,400,0.0576859,0.05,1.15372,470,222,1531,222,2.36206,0.18965,2891.53692454,-0.745918,60.6763,36.986099149,60.490168608,107.354024636,0.390372,0.529476,1.63548
461,452.000000095,452,2303.02172852,2303.66845703,0.64672851563,2303.5119024,0.08539370753,1041187.37988,70.7627,0.156555,96975,0.004661,466,0.0007297,0.05,0.014594,108,232,452,232,0.646729,0.0955659,7097.93349751,-3.84071,95.0651,12.3935885142,95.060433464,86.3086140133,0.105529,0.0636805,7.67013
462,1819.00000038,1819,2316.54467773,2317.02270508,0.47802734375,2316.80576124,0.10791565382,4214269.67969,394.621,0.216944,23067,0.0788572,472,0.0171076,0.05,0.342152,364,418,1819,418,0.478027,0.0352116,5985.47118516,-0.848818,87.298,40.7142013636,86.925332685,25.5138704274,0.130825,0.303903,2.13501
464,18036.0000038,18036,2305.60205078,2323.80883789,18.2067871094,2318.42352119,4.56626720539,41815086.6282,97129.6,5.38532,52444,0.34391,568,1.85206,0.05,37.0412,584,744,18036,744,18.2068,0.425906,33661.9947542,-0.854513,207.026,118.448997584,204.66780697,72.4509977709,0.409453,0.535797,1.7279
465,1480.0000003,1480,2267.45166016,2272.54394531,5.09228515625,2270.19388032,1.59029598647,3359886.94287,3478.1,2.35007,33030,0.0448078,568,0.105301,0.05,2.10602,512,176,1480,176,5.09229,0.415846,1737.77944509,-2.34595,47.0384,42.791983433,46.3889907364,119.744881297,0.600408,0.851662,1.08406
467,796.000000162,796,2310.61303711,2311.05419922,0.44116210938,2310.89245391,0.10971046062,1839470.39331,128.749,0.161745,32680,0.0243574,431,0.00393969,0.05,0.0787938,232,314,796,314,0.441162,0.0491237,2069.3290667,-2.00251,51.3298,40.8074276798,46.3889907364,82.8749836508,0.101453,0.384666,1.13678
468,254.000000055,254,2305.06225586,2305.40795898,0.345703125,2305.25593531,0.07961190727,585535.007568,38.614,0.152024,2015,0.126055,461,0.0191633,0.05,0.383266,377,90,254,90,0.345703,0.0681453,484.301211927,-1.77165,24.8321,18.8673387257,22.3186811755,85.6012946451,0.394057,0.524467,1.18293
469,375.00000008,375,2305.05517578,2305.36743164,0.31225585938,2305.24567643,0.06065646757,864467.128662,45.6582,0.121755,195815,0.00191507,461,0.00023317,0.05,0.0046634,47,162,375,162,0.312256,0.0506576,1033.93801133,-2.168,36.2829,27.1955878777,36.0499653259,71.5650511772,0.179561,0.362691,1.32558
470,533.000000109,533,2311.30639648,2311.63989258,0.33349609375,2311.50106313,0.08028672407,1232030.06665,73.9961,0.138829,25733,0.0207127,431,0.00287553,0.05,0.0575106,206,186,533,186,0.333496,0.0453813,2112.6862439,-1.81614,51.8648,22.7894137057,48.7853780835,13.2405199152,0.193603,0.252285,2.1407
471,11312.0000023,11312,2267.26513672,2275.3659668,8.10083007812,2271.4584324,2.03603342753,25694737.787399996,44202,3.90753,52180,0.216788,568,0.847106,0.05,16.9421,575,568,11312,568,8.10083,0.239282,22371.7191621,-1.38773,168.774,88.6059570336,166.258230831,63.072322149,0.440608,0.505638,1.87638
475,464.000000099,464,2263.24072266,2266.42724609,3.1865234375,2264.80324581,0.94039804493,1050868.70605,753.536,1.624,5370,0.086406,0,0.140323,0.05,2.80646,527,102,464,102,3.18652,0.464737,654.821852853,-7.88147,28.8746,21.2,28.7999999999,126.869897646,0.560438,0.70859,1.35849
476,211.000000045,211,2266.59643555,2266.92504883,0.32861328125,2266.82554937,0.0686633835,478300.190918,20.9944,0.0994995,197243,0.00106975,568,0.000106439,0.05,0.00212878,37,72,211,72,0.328613,0.0710712,326.913380205,-0.981043,20.4019,15.2052622467,20.1246117975,63.4349488229,0.511478,0.645431,1.32353
478,392.000000081,392,2303.07006836,2303.39306641,0.32299804688,2303.24099607,0.08787432614,902870.470459,59.6116,0.15207,2628,0.149163,353,0.0226833,0.05,0.453666,397,162,392,162,0.322998,0.0512515,1350.77037,-2.04082,41.4711,19.3649852189,41.3051014505,55.4914770122,0.187701,0.290205,2.13298
480,22302.0000046,22302,2304.84228516,2308.12280273,3.28051757812,2306.53840967,0.69650454691,51440419.6125,35335.1,1.58439,84921,0.262621,568,0.416094,0.05,8.32188,558,698,22302,698,3.28052,0.0690114,26690.1930048,-0.340866,184.345,160.8,182.6,126.869897646,0.575232,0.835588,1.13557
481,7920.00000165,7920,2263.99194336,2275.44238281,11.4504394531,2270.61271831,3.01509620921,17983252.729,38250.9,4.82966,30691,0.258056,0,1.24632,0.05,24.9264,580,426,7920,426,11.4504,0.404211,9342.85811259,-1.2447,109.067,98.2728671621,101.228110474,138.576334375,0.548423,0.847706,1.03007
482,1124.00000023,1124,2274.47167969,2283.71582031,9.244140625,2280.32361513,2.68062522103,2563083.74341,3812.84,3.39221,6508,0.172711,0,0.58587,0.05,11.7174,568,164,1124,164,9.24414,0.86623,1504.66077834,-4.73399,43.7698,37,41,0,0.525156,0.747012,1.10811
483,3252.00000068,3252,2266.23266602,2286.16650391,19.9338378906,2277.16843939,5.29084508279,7405351.76489,29261.7,8.99806,6190,0.525364,482,4.72725,0.05,94.545,589,274,3252,274,19.9338,1.09816,3941.34128899,-5.11501,70.8398,60.7223755838,70.7499238452,158.198590514,0.544326,0.8251,1.16514
485,1613.00000034,1613,2282.90209961,2287.72900391,4.82690429688,2285.1785228,1.49811444615,3685992.95728,4113.93,2.55048,25374,0.063569,0,0.162132,0.05,3.24264,533,188,1613,188,4.8269,0.377573,2049.22374891,-2.93676,51.0799,43,51,0,0.573494,0.787127,1.18605
488,3650.00000076,3650,2282.29248047,2287.66235352,5.36987304688,2286.02737572,1.06762548706,8343999.92139,5967.67,1.63498,229282,0.0159193,489,0.0260276,0.05,0.520552,415,310,3650,310,5.36987,0.279233,4852.87967334,-1.57836,78.6058,69.2835926913,72.1897836602,144.462322208,0.477287,0.752131,1.04195
489,1212.00000025,1212,2283.48730469,2287.27856445,3.79125976562,2286.16634457,0.9885720296,2770833.60962,1348.01,1.11222,9169,0.132185,496,0.147018,0.05,2.94036,530,214,1212,214,3.79126,0.342123,4337.58241055,-3.4736,74.3154,29.0688837075,73.7902432575,153.434948823,0.332571,0.279418,2.53846
496,10677.0000022,10677,2262.59277344,2285.93603516,23.3432617188,2275.15556294,6.60173578007,24291835.9456,115103,10.7805,36049,0.29618,568,3.19296,0.05,63.8592,588,506,10677,506,23.3433,0.709721,16325.0115194,-2.40948,144.172,100.123385418,141.17119994,33.6900675259,0.524032,0.654027,1.40997
498,207.000000044,207,2312.05078125,2312.46289062,0.412109375,2312.3152056,0.08819844553,478649.247559,30.5708,0.147685,5300,0.0390566,487,0.00576808,0.05,0.115362,262,134,207,134,0.412109,0.0899864,1833.95339566,-5.19324,48.3225,8.5419855561,48.2807879262,21.8014094863,0.144867,0.112871,5.65217
499,981.000000204,981,2311.6784668,2312.11572266,0.43725585938,2312.02717676,0.06339243207,2268098.6604,86.8635,0.0885459,4563,0.21499,568,0.0190365,0.05,0.38073,376,400,981,400,0.437256,0.0438582,3236.11125725,-1.23038,64.1899,37.1988055081,61.1459569744,160.346175942,0.0770476,0.303142,1.64376
500,6181.00000128,6181,2291.04248047,2299.51318359,8.470703125,2297.31446865,1.61722247736,14199700.7307,13590.3,2.19872,35504,0.174093,568,0.382782,0.05,7.65564,556,362,6181,362,8.4707,0.338485,7159.79795573,-0.87866,95.4785,86.3301801226,94.5521020392,161.565051177,0.592723,0.863293,1.09524
503,677.000000143,677,2301.27392578,2301.64697266,0.373046875,2301.44293601,0.08138125228,1558076.86768,138.133,0.204037,42482,0.0159362,353,0.00325157,0.05,0.0650314,219,190,677,190,0.373047,0.0450421,1630.57481507,-1.71935,45.5644,30.0448684079,45.3384656842,130.601294645,0.235663,0.415191,1.50903
